AracID;DepoSeviyesi;DepoSıcaklığı;MotorYağBasıncı;MotorYağSeviyesi;Fren_ArkaSağ2;Fren_ArkaSol2;Fren_ArkaSol1;Fren_ÖnSağ;Fren_ÖnSol;Fren_ArkaSol3;Fren_ArkaSağ3;Fren_ArkaSağ1;YardımcıBasınç;Frenİkincil;FrenBirincil;KompresörDurumu;İçSıcaklık_Ön;İçSıcaklık_Arka;AraçHızı;RetarderTorkYüzdesi;YakıtTüketim;FrenPedalı;MotorYükYüzdesi;GazPedalı;TurboÇıkış;MotorTorkYüzdesi;SürücüTork;MotorHız;OrtamSıcaklığı;EgzozSıcaklığı;HavaGiriş;VitesSeçili;VitesAktif;DPF_Çıkış;ŞarjVolt;AküVolt;ŞanzımanYağ;SürüşModu;DepoSeviye;HavaGirişSıcaklığı;ToplamYakıt;OdoYüksek;YokuşKalkış;DurmaFren;MotorÇalışmaSüresi;ÖnAksAğırlığı;MotorAlarm;SoğutucuSıcaklığı;YakıtMotorSıcaklığı;MotorYağSıcaklığı;HavaDebisi;TurboTürbin;FrenAlarm;AksAlarm;SanzımanAlarm
Araç 1;0.674419;0.409091;0.770115;1.000000;0.613757;0.634615;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.718310;0.725352;1.000000;0.720000;0.720000;0.302656;1.000000;0.833615;0.000000;0.960000;0.996000;0.746606;0.768000;0.990385;0.636401;0.780571;0.534833;0.688679;;0.400000;0.148597;0.873134;0.873134;0.935700;0.000000;0.481928;0.337937;0.941631;0.856728;0.000000;0.000000;0.954982;0.294588;;0.917647;0.359375;0.850885;;;;;
Araç 2;0.451163;0.818182;0.885057;1.000000;0.910053;0.875000;0.853403;0.809524;0.857143;0.874439;0.896861;0.785000;0.000000;0.859155;0.866197;0.000000;0.720000;0.720000;0.952035;1.000000;0.568412;0.000000;0.650000;1.000000;0.873088;0.384000;0.461538;0.960088;0.769701;0.709607;0.433962;;1.000000;0.170074;0.873134;0.873134;0.948426;0.000000;1.000000;0.312754;0.862557;0.753964;0.000000;0.000000;0.884448;0.277953;;0.941176;0.437500;0.841898;1.000000;0.865097;;;
Araç 3;0.762791;0.727273;0.965517;1.000000;0.735450;0.750000;0.602094;0.680272;0.653846;0.717489;0.659193;0.665000;0.000000;0.802817;0.795775;0.000000;0.720000;0.720000;0.919087;1.000000;0.533784;0.000000;0.600000;0.724000;0.908747;0.376000;0.451923;0.926073;0.719429;0.656284;0.547170;;1.000000;0.177148;0.858209;0.858209;0.904555;0.000000;0.337349;0.319794;0.781573;0.810116;0.000000;0.000000;0.799273;0.095811;;0.941176;0.500000;0.834878;;;;;
Araç 1;0.651163;0.522727;0.827586;1.000000;0.613757;0.625000;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.823944;0.830986;0.000000;0.680000;0.680000;0.655095;1.000000;0.864020;0.000000;0.990000;1.000000;0.869230;0.784000;0.990385;0.666575;0.750000;0.617317;0.877358;;1.000000;0.143028;0.843284;0.843284;0.973208;0.000000;0.441767;0.343082;0.941713;0.856869;0.000000;0.000000;0.955062;0.161165;;0.929412;0.390625;0.848357;;;;;
Araç 2;0.395349;0.863636;0.793103;1.000000;0.910053;0.875000;0.853403;0.809524;0.857143;0.874439;0.896861;0.785000;0.000000;0.830986;0.816901;0.000000;0.800000;0.800000;0.139064;0.621951;0.000000;0.370370;0.000000;0.000000;0.709804;0.000000;0.000000;0.410780;0.737092;0.517400;0.075472;;0.200000;0.176459;0.925373;0.925373;0.964501;0.000000;0.975904;0.393447;0.862650;0.754122;0.000000;0.000000;0.884528;0.260554;;0.917647;0.421875;0.834878;1.000000;0.631344;;;
Araç 3;0.762791;0.681818;0.885057;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.665000;0.000000;0.845070;0.838028;0.000000;0.720000;0.720000;0.394637;1.000000;0.070946;0.000000;0.080000;0.228000;0.671145;0.064000;0.076923;0.647373;0.665082;0.315580;0.075472;;0.600000;0.105643;0.820896;0.820896;0.765238;0.000000;0.405622;0.329272;0.781585;0.810155;0.000000;0.000000;0.799309;0.110771;;0.788235;0.406250;0.718057;;;;;
Araç 1;0.618605;0.613636;0.586207;1.000000;0.613757;0.605769;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.725352;0.746479;0.000000;0.760000;0.760000;0.000052;1.000000;0.051520;0.574074;0.230000;0.000000;0.683293;0.096000;0.000000;0.300782;0.737092;0.388002;0.037736;;0.000000;0.154583;0.940299;0.940299;0.915271;0.000000;0.417671;0.444625;0.941792;0.857021;0.166667;0.166667;0.955141;0.126740;;0.976471;0.406250;0.860713;;;;;
Araç 2;0.390698;0.863636;0.804598;1.000000;0.910053;0.875000;0.853403;0.809524;0.857143;0.874439;0.896861;0.785000;0.000000;0.788732;0.795775;0.000000;0.800000;0.800000;0.275425;0.536585;0.000000;0.157407;0.000000;0.000000;0.725811;0.000000;0.000000;0.444932;0.704484;0.513491;0.075472;;0.600000;0.193582;0.932836;0.932836;0.953784;0.000000;0.907631;0.402112;0.862737;0.754283;0.000000;0.000000;0.884607;0.129521;;0.952941;0.453125;0.841898;1.000000;0.626339;;;
Araç 3;0.739535;0.636364;0.643678;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.665000;0.000000;0.795775;0.795775;0.000000;0.760000;0.760000;0.001403;1.000000;0.040541;0.490741;0.170000;0.000000;0.667072;0.072000;0.000000;0.300233;0.645380;0.438249;0.028302;;0.000000;0.142031;0.888060;0.888060;0.923644;0.000000;0.345382;0.436772;0.781644;0.810297;0.166667;0.000000;0.799389;0.099681;;0.882353;0.437500;0.803426;;;;;
Araç 1;0.609302;0.681818;0.586207;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.746479;0.753521;0.000000;0.680000;0.680000;0.000000;1.000000;0.046453;0.000000;0.220000;0.000000;0.673431;0.088000;0.000000;0.301193;0.754076;0.497917;0.028302;;;0.147908;0.947761;0.947761;0.914267;1.000000;0.377510;0.386407;0.941882;0.857165;0.000000;0.166667;0.955221;0.051890;;0.905882;0.421875;0.844707;;;;;
Araç 2;0.320930;0.863636;0.850575;1.000000;0.910053;0.875000;0.853403;0.809524;0.857143;0.874439;0.896861;0.785000;0.000000;0.845070;0.845070;0.000000;0.720000;0.720000;0.494621;1.000000;0.465372;0.000000;0.700000;1.000000;0.740675;0.560000;1.000000;0.503086;0.769701;0.627572;0.198113;;1.000000;0.163290;0.820896;0.820896;0.923644;0.000000;0.594378;0.281614;0.862806;0.754417;0.000000;0.000000;0.884687;0.239967;;0.929412;0.484375;0.844707;1.000000;0.761242;;;
Araç 3;0.725581;0.636364;0.885057;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.665000;0.000000;0.767606;0.760563;0.000000;0.720000;0.720000;0.583121;1.000000;0.734797;0.000000;0.910000;0.924000;0.740675;0.720000;0.865385;0.593334;0.684783;0.579376;0.396226;;1.000000;0.149069;0.813433;0.813433;0.850971;0.000000;0.236948;0.317086;0.781707;0.810434;0.000000;0.000000;0.799468;0.249138;;0.952941;0.406250;0.815782;;;;;
Araç 1;0.609302;0.704545;0.850575;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.823944;0.830986;0.000000;0.680000;0.680000;0.422439;1.000000;0.000000;0.000000;0.000000;0.000000;0.711448;0.000000;0.000000;0.493897;0.661005;0.438249;0.169811;;0.800000;0.149232;0.873134;0.873134;0.918285;1.000000;0.983936;0.355267;0.941949;0.857309;0.000000;0.000000;0.955301;0.087209;;0.929412;0.343750;0.864364;;;;;
Araç 2;0.320930;0.818182;0.793103;1.000000;0.910053;0.875000;0.853403;0.795918;0.857143;0.874439;0.896861;0.785000;0.000000;0.859155;0.859155;0.000000;0.640000;0.640000;0.905108;1.000000;0.964527;0.000000;0.990000;1.000000;0.908532;0.640000;0.769231;0.913043;0.500000;0.783439;0.679245;;1.000000;0.180921;0.902985;0.902985;0.973208;0.000000;0.530120;0.311942;0.862877;0.754546;0.000000;0.000000;0.884767;0.203460;;0.988235;0.468750;0.850885;1.000000;0.952686;;;
Araç 3;0.693023;0.590909;0.655172;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.655000;0.000000;0.767606;0.760563;0.000000;0.840000;0.840000;0.107779;1.000000;0.033784;0.000000;0.140000;0.000000;0.714878;0.056000;0.000000;0.305171;0.704484;0.592899;0.084906;;0.200000;0.174899;0.850746;0.850746;0.910918;0.000000;0.188755;0.347414;0.781781;0.810575;0.000000;0.000000;0.799548;0.127065;;0.929412;0.437500;0.828419;;;;;
Araç 1;0.567442;0.704545;0.574713;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.788732;0.802817;0.000000;0.680000;0.680000;0.025828;1.000000;0.072635;0.398148;0.330000;0.000000;0.704588;0.136000;0.000000;0.308600;0.675951;0.384541;0.047170;;0.200000;0.168278;0.910448;0.910448;0.943068;0.000000;0.919679;0.437585;0.942012;0.857417;0.000000;0.000000;0.955380;0.284474;;0.952941;0.343750;0.864364;;;;;
Araç 2;0.302326;0.840909;0.816092;1.000000;0.910053;0.875000;0.853403;0.795918;0.857143;0.874439;0.896861;0.785000;0.000000;0.830986;0.830986;0.000000;0.680000;0.680000;0.545549;0.939024;0.000000;0.092593;0.000000;0.000000;0.875590;0.000000;0.000000;0.563023;0.750000;0.756778;0.113208;;1.000000;0.174609;0.925373;0.925373;0.949431;0.000000;0.473896;0.263471;0.862962;0.754684;0.000000;0.000000;0.884846;0.159327;;0.952941;0.453125;0.867172;1.000000;0.932666;;;
Araç 3;0.688372;0.613636;0.896552;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.655000;0.000000;0.732394;0.725352;0.000000;0.760000;0.760000;0.848101;0.829268;0.000000;0.166667;0.000000;0.000000;0.772474;0.000000;0.000000;0.850089;0.645380;0.525027;0.132075;;1.000000;0.147382;0.880597;0.880597;0.907569;0.000000;0.811245;0.324127;0.781847;0.810709;0.000000;0.000000;0.799627;0.094852;;0.964706;0.312500;0.828419;;;;;
Araç 1;0.558140;0.727273;0.816092;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.732394;0.746479;0.000000;0.600000;0.600000;0.504495;1.000000;0.111486;0.000000;0.140000;0.284000;0.740031;0.104000;0.134615;0.509669;0.715353;0.585080;0.094340;;1.000000;0.253424;0.895522;0.895522;0.875419;0.000000;0.819277;0.197671;0.942093;0.857560;0.000000;0.000000;0.955460;0.256293;;0.847059;0.328125;0.844707;;;;;
Araç 2;0.241860;0.818182;0.839080;1.000000;0.910053;0.875000;0.853403;0.795918;0.857143;0.874439;0.896861;0.785000;0.000000;0.767606;0.781690;0.000000;0.680000;0.680000;0.634724;0.829268;0.000000;0.222222;0.000000;0.000000;0.715521;0.000000;0.000000;0.637224;0.730299;0.497917;0.056604;;1.000000;0.163399;0.932836;0.932836;0.889484;0.000000;0.457831;0.379637;0.863044;0.754845;0.000000;0.000000;0.884926;0.147798;;0.894118;0.437500;0.854535;0.792141;0.603582;;;
Araç 3;0.651163;0.636364;0.908046;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.655000;0.000000;0.795775;0.788732;0.000000;0.760000;0.760000;0.729096;1.000000;0.049831;0.000000;0.060000;0.188000;0.766757;0.056000;0.076923;0.733644;0.606658;0.503877;0.075472;;1.000000;0.135827;0.850746;0.850746;0.817816;0.000000;0.578313;0.368264;0.781914;0.810845;0.000000;0.000000;0.799707;0.265221;;0.905882;0.296875;0.799775;;;;;
Araç 1;0.558140;0.704545;0.827586;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.823944;0.830986;0.000000;0.560000;0.560000;0.267734;1.000000;0.648649;0.000000;0.760000;0.848000;0.840146;0.600000;0.721154;0.642710;0.699728;0.554124;0.603774;;0.400000;0.136589;0.880597;0.880597;0.774950;0.000000;0.526104;0.277281;0.942156;0.857688;0.000000;0.000000;0.955524;0.254521;;0.741176;0.265625;0.761865;;;;;
Araç 2;0.241860;0.681818;0.022989;1.000000;0.910053;0.875000;0.853403;0.795918;0.857143;0.874439;0.896861;0.785000;0.000000;0.683099;0.683099;0.000000;0.600000;0.600000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.710304;0.000000;0.000000;0.000000;0.764946;0.156637;0.018868;;;0.080919;0.395522;0.395522;0.610851;0.000000;0.449799;0.512050;0.863065;0.754880;0.000000;0.166667;0.884966;0.209347;;0.705882;0.906250;0.582140;0.000000;0.189646;;;
Araç 3;0.651163;0.636364;0.862069;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.659193;0.655000;0.000000;0.767606;0.767606;0.000000;0.800000;0.800000;0.486359;1.000000;0.783784;0.000000;0.990000;1.000000;0.880377;0.792000;1.000000;0.578110;0.661005;0.715760;0.820755;;0.800000;0.186036;0.776119;0.776119;0.932351;0.000000;0.493976;0.326564;0.782005;0.811016;0.000000;0.000000;0.799787;0.261058;;0.929412;0.390625;0.850885;;;;;
Araç 1;0.506977;0.727273;0.850575;1.000000;0.613757;0.615385;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.816901;0.830986;0.000000;0.680000;0.680000;0.756015;1.000000;0.500845;0.000000;0.580000;0.688000;0.959268;0.416000;0.500000;0.760938;0.730299;0.682946;0.632075;;1.000000;0.174826;0.895522;0.895522;0.924983;0.000000;0.485944;0.366640;0.942238;0.857851;0.000000;0.000000;0.955603;0.248910;;0.988235;0.359375;0.867172;;;;;
Araç 3;0.641860;0.522727;0.931034;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.650224;0.655000;0.000000;0.788732;0.781690;0.000000;0.600000;0.600000;0.231773;1.000000;0.772804;0.000000;0.770000;1.000000;0.685365;0.584000;0.961538;0.772322;0.715353;0.573415;0.518868;;0.200000;0.121207;0.820896;0.820896;0.674146;1.000000;0.477912;0.246954;0.782015;0.811028;0.000000;0.000000;0.799814;0.078574;;0.776471;0.281250;0.684639;;;;;
Araç 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Araç 1;0.502326;0.750000;0.643678;1.000000;0.613757;0.605769;0.397906;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.753521;0.760563;0.000000;0.640000;0.640000;0.000000;1.000000;0.039696;0.000000;0.190000;0.000000;0.680292;0.072000;0.000000;0.301879;0.795516;0.342050;0.028302;;;0.121551;0.932836;0.932836;0.775954;0.000000;0.449799;0.389115;0.942301;0.857994;0.000000;0.000000;0.955683;0.114755;;0.741176;0.359375;0.799775;;;;;
Araç 3;0.609302;0.590909;0.712644;1.000000;0.735450;0.750000;0.591623;0.659864;0.653846;0.708520;0.650224;0.655000;0.000000;0.711268;0.711268;1.000000;0.680000;0.680000;0.002027;1.000000;0.043074;0.000000;0.150000;0.000000;0.676218;0.072000;0.000000;0.324373;0.699728;0.458758;0.037736;;0.000000;0.144479;0.888060;0.888060;0.931346;1.000000;0.449799;0.412402;0.782096;0.811204;0.166667;0.000000;0.799894;0.223657;;0.882353;0.406250;0.782645;;;;;
Araç 1;0.502326;0.704545;0.804598;1.000000;0.613757;0.605769;0.397906;0.380952;0.395604;0.565022;0.237668;0.435000;0.000000;0.732394;0.753521;0.000000;0.760000;0.760000;0.246739;0.646341;0.000000;0.277778;0.000000;0.000000;0.725168;0.000000;0.000000;0.524208;0.684783;0.428828;0.084906;;0.600000;0.134140;0.932836;0.932836;0.830543;0.000000;0.975904;0.302464;0.942366;0.858130;0.000000;0.000000;0.955762;0.095274;;0.811765;0.281250;0.838248;;;;;
Araç 2;;;0.022989;1.000000;;;;;;;;;0.000000;0.000000;0.000000;0.000000;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000715;0.000000;0.000000;0.000000;;0.039159;0.018868;;;;0.589552;0.589552;;0.000000;0.000000;0.276469;0.863073;;1.000000;1.000000;0.885013;1.000000;;;;;0.000000;0.045984;;;
Araç 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000;;;;;;;;;;;;;;;;;
Araç 1;0.451163;0.704545;0.850575;1.000000;0.613757;0.605769;0.387435;0.380952;0.395604;0.565022;0.242152;0.435000;0.000000;0.760563;0.767606;0.000000;0.760000;0.760000;0.908850;1.000000;0.576014;0.000000;0.650000;0.664000;0.877662;0.392000;0.480769;0.917844;0.699728;0.503877;0.518868;;1.000000;0.125379;0.880597;0.880597;0.858339;0.000000;0.895582;0.393447;0.942441;0.858312;0.000000;0.000000;0.955842;0.107926;;0.964706;0.328125;0.860713;;;;;
Araç 1;;;;;;;;;;;;;;;;;;;0.000000;1.000000;;;;;;;;;;;;;;;;;;0.000000;;;;;;;;1.000000;;;;;;;;;
Araç 1;0.451163;0.272727;0.770115;1.000000;0.730159;0.615385;0.387435;0.380952;0.395604;0.565022;0.233184;0.435000;0.000000;0.838028;0.838028;0.000000;0.440000;0.440000;0.000000;1.000000;0.048142;0.000000;0.230000;0.000000;0.647635;0.096000;0.000000;0.301605;0.693614;0.189899;0.037736;;;0.037385;0.947761;0.947761;0.311788;0.000000;0.871486;0.142161;0.942461;0.858354;0.000000;0.166667;0.955890;0.115845;;0.317647;0.078125;0.375456;;;;;
Araç 2;;;0.011494;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000929;0.000000;0.000000;0.000000;;0.012498;0.018868;;;0.007836;0.485075;0.485075;;0.000000;1.000000;0.102356;0.863073;;1.000000;1.000000;0.885013;1.000000;;0.117647;0.187500;0.098006;0.000000;0.011261;;;
Araç 1;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.003216;0.000000;0.000000;0.000000;;0.024995;0.028302;;;0.016652;0.470149;0.470149;;0.000000;0.859438;;0.942462;;1.000000;1.000000;0.955898;0.055792;;;;;;;;;
Araç 3;0.609302;0.045455;0.068966;0.976000;;;;;;;;;0.000000;0.450704;0.450704;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.084608;0.000000;0.000000;0.000000;0.628397;0.009421;0.018868;;;0.005986;0.373134;0.373134;;1.000000;1.000000;0.082318;0.782105;0.811210;1.000000;1.000000;0.799954;1.000000;;0.105882;0.156250;0.078910;;;;;
Araç 1;0.451163;0.272727;0.816092;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.435000;0.000000;0.838028;0.838028;0.000000;0.600000;0.600000;0.758458;1.000000;0.000000;0.259259;0.000000;0.000000;0.798985;0.000000;0.000000;0.762721;0.671875;0.619368;0.188679;;1.000000;0.158229;0.947761;0.947761;0.879772;0.000000;0.803213;0.265096;0.942537;0.858505;0.000000;0.000000;0.955977;0.245496;;0.905882;0.234375;0.864364;;;;;
Araç 2;;;0.011494;1.000000;;;;;;;;;0.000000;0.000000;0.000000;0.000000;;;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000929;0.000000;0.000000;0.000000;;0.007755;0.018868;;;0.006621;0.477612;0.477612;;0.000000;0.000000;;0.863074;;1.000000;1.000000;0.885013;1.000000;;;;;0.000000;0.007508;;;
Araç 3;0.609302;0.272727;0.873563;1.000000;0.735450;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.732394;0.732394;0.000000;0.680000;0.680000;0.388349;0.670732;0.000000;0.314815;0.000000;0.000000;0.673932;0.000000;0.000000;0.465643;0.367527;0.365058;0.066038;;0.800000;0.147037;0.925373;0.925373;0.903550;1.000000;0.991968;0.449770;0.782160;0.811319;0.000000;0.000000;0.800021;0.106690;;0.917647;0.203125;0.809604;;;;;
Araç 1;0.441860;0.386364;0.839080;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.838028;0.845070;0.000000;0.640000;0.640000;0.522320;1.000000;0.822635;0.000000;0.910000;1.000000;0.914463;0.704000;0.971154;0.703059;0.699728;0.625521;0.896226;;0.600000;0.133977;0.880597;0.880597;0.924983;0.000000;0.526104;0.279989;0.942609;0.858643;0.000000;0.000000;0.956057;0.179882;;0.929412;0.312500;0.857343;;;;;
Araç 3;0.558140;0.363636;0.597701;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.753521;0.753521;0.000000;0.760000;0.760000;0.002494;1.000000;0.070101;0.694444;0.330000;0.000000;0.687152;0.136000;0.000000;0.302428;0.650136;0.471704;0.047170;;0.000000;0.167063;0.865672;0.865672;0.937709;1.000000;0.919679;0.431627;0.782238;0.811473;0.166667;0.000000;0.800101;0.114186;;0.929412;0.312500;0.832070;;;;;
Araç 1;0.390698;0.545455;0.735632;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.718310;0.725352;1.000000;0.640000;0.640000;0.102011;1.000000;0.065878;0.000000;0.210000;0.268000;0.736816;0.104000;0.125000;0.348786;0.710598;0.503877;0.094340;;0.200000;0.137568;0.947761;0.947761;0.920630;0.000000;0.453815;0.324127;0.942692;0.858800;0.000000;0.000000;0.956137;0.092526;;0.894118;0.312500;0.860713;;;;;
Araç 2;;;0.011494;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.000929;0.408000;0.519231;0.000000;;0.024995;0.018868;;;0.009178;0.462687;0.462687;;0.000000;1.000000;;0.863076;0.754883;1.000000;1.000000;0.885017;1.000000;;;;;0.000000;0.026511;;;
Araç 1;0.390698;0.590909;0.850575;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.732394;0.753521;0.000000;0.560000;0.560000;0.164060;1.000000;0.448480;0.000000;0.640000;1.000000;0.684865;0.512000;1.000000;0.543273;0.661005;0.552266;0.283019;;0.200000;0.151499;0.873134;0.873134;0.901206;0.000000;0.441767;0.346602;0.942761;0.858948;0.000000;0.000000;0.956216;0.245707;;0.905882;0.375000;0.870823;;;;;
Araç 1;0.344186;0.659091;0.862069;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.746479;0.753521;0.000000;0.600000;0.600000;0.764486;1.000000;0.952703;0.000000;0.990000;1.000000;0.938474;0.752000;0.951923;0.774517;0.682745;0.674742;0.952830;;1.000000;0.169149;0.895522;0.895522;0.937709;1.000000;0.991968;0.286759;0.942842;0.859101;0.000000;0.000000;0.956292;0.261822;;0.976471;0.281250;0.877001;;;;;
Araç 2;;;0.011494;1.000000;;;;;;;;;0.000000;0.000000;0.000000;0.000000;;;0.000000;1.000000;0.000000;0.000000;0.990000;0.000000;0.000929;0.408000;0.000000;0.000000;;0.015574;0.018868;;;0.009922;0.455224;0.455224;;0.000000;0.000000;;0.863078;0.754884;1.000000;1.000000;0.885021;1.000000;;;;;0.000000;0.018222;;;
Araç 1;0.320930;0.681818;0.804598;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.802817;0.816901;0.000000;0.720000;0.720000;0.794471;1.000000;0.000000;0.000000;0.000000;0.000000;0.746892;0.000000;0.000000;0.800165;0.675951;0.497917;0.132075;;1.000000;0.161476;0.947761;0.947761;0.910918;0.000000;0.915663;0.368264;0.942918;0.859260;0.000000;0.000000;0.956372;0.129797;;0.929412;0.312500;0.870823;;;;;
Araç 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000000;;;;;;;;;;;;;;;;;
Araç 1;0.316279;0.704545;0.862069;1.000000;0.613757;0.615385;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.725352;0.746479;0.000000;0.600000;0.600000;0.819103;0.378049;0.000000;0.324074;0.000000;0.000000;0.725597;0.000000;0.000000;0.824990;0.645380;0.402743;0.113208;;1.000000;0.137224;0.955224;0.955224;0.845613;0.000000;0.847390;0.374222;0.943001;0.859408;0.000000;0.000000;0.956451;0.162547;;0.835294;0.312500;0.854535;;;;;
Araç 2;0.241860;0.000000;0.758621;1.000000;0.899471;0.865385;0.842932;0.795918;0.846154;0.874439;0.896861;0.775000;0.000000;0.676056;0.683099;1.000000;0.240000;0.240000;0.000000;1.000000;0.253378;0.000000;0.260000;1.000000;0.683722;0.160000;0.192308;0.932520;0.599864;0.246299;0.160377;;;0.035698;0.925373;0.925373;0.153382;0.000000;1.000000;0.054698;0.863085;0.754885;0.000000;0.000000;0.885045;0.095909;;0.235294;0.000000;0.226341;1.000000;0.297802;;;
Araç 1;0.255814;0.681818;0.827586;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.760563;0.767606;0.000000;0.600000;0.600000;0.767552;1.000000;0.136824;0.000000;0.170000;0.352000;0.780692;0.128000;0.153846;0.766836;0.628397;0.538550;0.245283;;1.000000;0.160152;0.582090;0.582090;0.921634;0.000000;0.538153;0.248578;0.943084;0.859562;0.000000;0.000000;0.956535;0.112641;;0.976471;0.281250;0.867172;;;;;
Araç 1;0.241860;0.659091;0.942529;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.753521;0.760563;0.000000;0.640000;0.640000;0.284259;1.000000;0.829392;0.000000;1.000000;1.000000;0.785980;0.528000;0.730769;0.971883;0.619565;0.625521;0.915094;;0.200000;0.164505;0.902985;0.902985;0.899196;1.000000;0.477912;0.373409;0.943153;0.859693;0.000000;0.000000;0.956606;0.299629;;0.917647;0.312500;0.873350;;;;;
Araç 1;0.218605;0.659091;0.850575;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.233184;0.425000;0.000000;0.795775;0.795775;0.000000;0.520000;0.520000;0.772125;1.000000;0.795608;0.000000;0.790000;0.796000;0.907818;0.552000;0.615385;0.779043;0.628397;0.676793;0.915094;;1.000000;0.147436;0.902985;0.902985;0.889484;0.000000;0.441767;0.315462;0.943234;0.859842;0.000000;0.000000;0.956686;0.135976;;0.905882;0.359375;0.857343;;;;;
Araç 2;;;0.011494;1.000000;;;;;;;;;0.000000;0.000000;0.000000;0.000000;;;0.000000;1.000000;0.000000;0.064815;0.000000;0.000000;0.000929;0.000000;0.000000;0.000000;;0.009421;0.018868;;;;0.477612;0.477612;;0.000000;0.000000;0.148118;0.863091;;1.000000;1.000000;0.885065;1.000000;;0.141176;0.265625;0.123842;0.000000;0.010479;;;
Araç 1;0.172093;0.613636;0.804598;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.224215;0.425000;0.000000;0.753521;0.760563;0.000000;0.520000;0.520000;0.964247;1.000000;0.092061;0.000000;0.100000;1.000000;0.763113;0.056000;0.067308;0.976958;0.628397;0.477408;0.207547;;1.000000;0.153476;0.708955;0.708955;0.945077;1.000000;0.409639;0.356079;0.943299;0.859967;0.000000;0.000000;0.956754;0.128399;;0.894118;0.281250;0.854535;;;;;
Araç 3;;;;;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;;;;;;;0.000000;1.000000;;0.000000;;;;;;;;;;;;;;;;;;;;;1.000000;1.000000;;;;;;;;;;;
