AracID;DepoSeviyesi;DepoSıcaklığı;MotorYağBasıncı;MotorYağSeviyesi;Fren_ArkaSağ2;Fren_ArkaSol2;Fren_ArkaSol1;Fren_ÖnSağ;Fren_ÖnSol;Fren_ArkaSol3;Fren_ArkaSağ3;Fren_ArkaSağ1;YardımcıBasınç;Frenİkincil;FrenBirincil;KompresörDurumu;İçSıcaklık_Ön;İçSıcaklık_Arka;AraçHızı;RetarderTorkYüzdesi;YakıtTüketim;FrenPedalı;MotorYükYüzdesi;GazPedalı;TurboÇıkış;MotorTorkYüzdesi;SürücüTork;MotorHız;OrtamSıcaklığı;EgzozSıcaklığı;HavaGiriş;VitesSeçili;VitesAktif;DPF_Çıkış;ŞarjVolt;AküVolt;ŞanzımanYağ;SürüşModu;DepoSeviye;HavaGirişSıcaklığı;ToplamYakıt;OdoYüksek;YokuşKalkış;DurmaFren;MotorÇalışmaSüresi;ÖnAksAğırlığı;MotorAlarm;SoğutucuSıcaklığı;YakıtMotorSıcaklığı;MotorYağSıcaklığı;HavaDebisi;TurboTürbin;FrenAlarm;AksAlarm;SanzımanAlarm
Araç 3;0.502326;0.590909;0.643678;1.000000;0.724868;0.740385;0.591623;0.659864;0.642857;0.708520;0.641256;0.645000;0.000000;0.781690;0.767606;0.000000;0.800000;0.800000;0.001351;1.000000;0.083615;0.648148;0.380000;0.000000;0.694726;0.152000;0.000000;0.311206;0.617527;0.389861;0.056604;;0.200000;0.134267;0.835821;0.835821;0.892833;1.000000;0.453815;0.383970;0.783772;0.814575;0.166667;0.000000;0.801757;0.102690;;0.858824;0.375000;0.812412;;;;;
Araç 1;0.637209;0.590909;0.850575;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.201794;0.415000;0.000000;0.767606;0.767606;0.000000;0.560000;0.560000;0.276048;1.000000;0.661318;0.000000;0.790000;1.000000;0.722381;0.616000;0.980769;0.675216;0.682745;0.563738;0.603774;;0.400000;0.155853;0.865672;0.865672;0.910918;1.000000;0.887550;0.375305;0.945045;0.863376;0.000000;0.000000;0.958557;0.264261;;0.917647;0.265625;0.860713;;;;;
Araç 2;0.641860;0.659091;0.839080;1.000000;0.899471;0.865385;0.832461;0.789116;0.846154;0.865471;0.883408;0.765000;0.000000;0.767606;0.767606;0.000000;0.800000;0.800000;0.131165;1.000000;0.598818;0.000000;0.680000;0.916000;0.673431;0.528000;0.817308;0.699904;0.675951;0.629623;0.320755;;0.000000;0.179706;0.858209;0.858209;0.901206;1.000000;0.457831;0.324939;0.864690;0.757846;0.000000;0.000000;0.886697;0.104690;;0.929412;0.375000;0.867172;1.000000;0.758505;;;
Araç 3;0.451163;0.613636;0.885057;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.641256;0.645000;0.000000;0.802817;0.795775;0.000000;0.640000;0.640000;0.713818;1.000000;0.913007;0.000000;0.990000;1.000000;0.893240;0.768000;0.971154;0.725964;0.595788;0.668589;0.896226;;1.000000;0.167933;0.768657;0.768657;0.934360;1.000000;0.425703;0.299756;0.783850;0.814734;0.000000;0.000000;0.801837;0.118219;;0.917647;0.343750;0.815782;;;;;
Araç 1;0.609302;0.568182;0.862069;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.201794;0.415000;0.000000;0.802817;0.816901;0.000000;0.640000;0.640000;0.202775;0.512195;0.000000;0.546296;0.000000;0.000000;0.713234;0.000000;0.000000;0.431354;0.654212;0.517400;0.084906;;0.400000;0.158410;0.925373;0.925373;0.901206;0.000000;0.590361;0.297319;0.945116;0.863527;0.000000;0.000000;0.958629;0.228649;;0.917647;0.312500;0.864364;;;;;
Araç 2;0.609302;0.590909;0.850575;1.000000;0.899471;0.865385;0.832461;0.782313;0.846154;0.865471;0.883408;0.765000;0.000000;0.788732;0.788732;0.000000;0.600000;0.600000;0.342826;1.000000;0.356419;0.000000;0.480000;0.644000;0.717808;0.384000;0.461538;0.571389;0.675951;0.668589;0.292453;;0.600000;0.197011;0.843284;0.843284;0.912927;0.000000;0.393574;0.319794;0.864664;0.757963;0.000000;0.000000;0.886665;0.063110;;0.952941;0.359375;0.877001;1.000000;0.804020;;;
Araç 3;0.451163;0.636364;0.850575;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.641256;0.645000;0.000000;0.781690;0.781690;0.000000;0.600000;0.600000;0.443174;1.000000;0.000000;0.000000;0.000000;0.000000;0.697227;0.000000;0.000000;0.524345;0.610734;0.453246;0.094340;;0.800000;0.154111;0.873134;0.873134;0.926993;0.000000;0.413655;0.423775;0.783937;0.814904;0.000000;0.000000;0.801916;0.237430;;0.894118;0.359375;0.819433;;;;;
Araç 1;0.609302;0.636364;0.804598;1.000000;0.597884;0.605769;0.376963;0.367347;0.379121;0.547085;0.201794;0.415000;0.000000;0.795775;0.802817;0.000000;0.720000;0.720000;0.608221;1.000000;0.000000;0.148148;0.000000;0.000000;0.857082;0.000000;0.000000;0.608558;0.665082;0.629623;0.216981;;1.000000;0.155036;0.955224;0.955224;0.892833;0.000000;0.538153;0.279989;0.945196;0.863689;0.000000;0.000000;0.958708;0.115194;;0.894118;0.343750;0.841898;;;;;
Araç 2;0.609302;0.613636;0.827586;1.000000;0.899471;0.855769;0.832461;0.782313;0.846154;0.865471;0.883408;0.765000;0.000000;0.866197;0.866197;0.000000;0.600000;0.600000;0.711583;1.000000;0.968750;0.000000;0.990000;1.000000;0.898028;0.712000;0.903846;0.840900;0.661005;0.762930;0.735849;;0.800000;0.162637;0.850746;0.850746;0.948426;1.000000;0.405622;0.280802;0.864736;0.758121;0.000000;0.000000;0.886745;0.060736;;0.964706;0.375000;0.850885;1.000000;0.928130;;;
Araç 3;0.390698;0.659091;0.620690;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.641256;0.645000;0.000000;0.753521;0.746479;0.000000;0.520000;0.520000;0.000000;1.000000;0.047297;0.407407;0.210000;0.000000;0.663141;0.088000;0.000000;0.300507;0.610734;0.434532;0.028302;;0.000000;0.147617;0.858209;0.858209;0.951775;0.000000;0.405622;0.427295;0.784012;0.815077;0.166667;0.166667;0.801996;0.127325;;0.905882;0.375000;0.803426;;;;;
Araç 1;0.558140;0.636364;0.896552;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.542601;0.201794;0.415000;0.000000;0.816901;0.823944;0.000000;0.600000;0.600000;0.919451;1.000000;0.426520;0.000000;0.440000;1.000000;0.771545;0.280000;0.336538;0.926348;0.684783;0.519259;0.339623;;1.000000;0.140126;0.932836;0.932836;0.707301;1.000000;1.000000;0.259139;0.945260;0.863826;0.000000;0.000000;0.958784;0.100072;;0.752941;0.218750;0.767481;;;;;
Araç 2;0.558140;0.590909;0.919540;1.000000;0.899471;0.855769;0.832461;0.782313;0.846154;0.865471;0.883408;0.765000;0.000000;0.802817;0.816901;0.000000;0.560000;0.560000;0.950112;1.000000;0.312500;0.000000;0.370000;0.784000;0.768115;0.208000;0.250000;0.957208;0.682745;0.453246;0.320755;;1.000000;0.171870;0.873134;0.873134;0.929002;1.000000;1.000000;0.378554;0.864801;0.758260;0.000000;0.000000;0.886817;0.218209;;0.941176;0.218750;0.848357;1.000000;0.548526;;;
Araç 3;0.390698;0.636364;0.689655;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.641256;0.645000;0.000000;0.718310;0.718310;1.000000;0.600000;0.600000;0.001299;1.000000;0.044764;0.500000;0.160000;0.000000;0.681721;0.072000;0.000000;0.315869;0.650136;0.391720;0.037736;;0.000000;0.157358;0.865672;0.865672;0.876758;0.000000;0.329317;0.380449;0.784089;0.815230;0.166667;0.166667;0.802076;0.115390;;0.858824;0.375000;0.782645;;;;;
Araç 1;0.558140;0.659091;0.827586;1.000000;0.597884;0.596154;0.376963;0.367347;0.368132;0.542601;0.201794;0.415000;0.000000;0.732394;0.746479;0.000000;0.640000;0.640000;0.369173;1.000000;0.384291;0.000000;0.490000;0.660000;0.721452;0.392000;0.471154;0.609107;0.754076;0.451195;0.141509;;0.600000;0.117016;0.888060;0.888060;0.830543;0.000000;0.979920;0.285134;0.945338;0.863995;0.000000;0.000000;0.958867;0.117390;;0.800000;0.265625;0.828419;;;;;
Araç 2;;;;;;;;;;;;;;;;;0.000000;0.000000;0.000000;1.000000;;;;;;;;;;;;;;;;;;0.000000;;;;;;;;;;;;;;;;;
Araç 3;0.320930;0.681818;0.850575;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.641256;0.645000;0.000000;0.788732;0.788732;0.000000;0.560000;0.560000;0.501689;0.780488;0.000000;0.231481;0.000000;0.000000;0.681721;0.000000;0.000000;0.502675;0.650136;0.368519;0.066038;;1.000000;0.154692;0.895522;0.895522;0.907569;0.000000;0.236948;0.459247;0.784168;0.815410;0.000000;0.000000;0.802155;0.224876;;0.917647;0.390625;0.815782;;;;;
Araç 1;0.558140;0.136364;0.022989;0.976000;;;;;;;;;0.000000;0.661972;0.676056;0.000000;0.600000;0.600000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;0.095612;0.000000;0.000000;0.000000;0.710598;0.071140;0.028302;;;0.055379;0.529851;0.529851;0.405224;0.000000;0.935743;0.397780;0.945340;0.863997;0.000000;0.166667;0.958871;0.230698;;0.505882;0.734375;0.375456;;;;;
Araç 3;1.000000;0.136364;0.080460;0.880000;;;;;;;;;0.000000;0.500000;0.485915;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.087395;0.000000;0.000000;0.000000;0.661005;0.075883;0.009434;;;1.000000;0.462687;0.462687;;0.000000;0.967871;0.411589;0.784181;0.815433;1.000000;1.000000;0.802179;1.000000;;0.552941;0.750000;0.420388;;;;;
Araç 3;0.320930;0.136364;0.068966;0.976000;;;;;;;;;0.000000;0.464789;0.450704;0.000000;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.084393;0.000000;0.000000;0.000000;0.599864;0.012498;0.018868;;;0.017414;0.000000;0.000000;;0.000000;0.959839;0.148930;0.784181;0.815433;1.000000;1.000000;0.802179;1.000000;;0.188235;0.265625;0.139287;;;;;
Araç 1;;;;;;;;;;;;;;;;;;;;1.000000;;;;;;;;;;;;;;;;;;0.000000;;;;;;;;;;;;;;;;;
Araç 1;0.553488;0.204545;0.793103;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.795775;0.802817;0.000000;0.560000;0.560000;0.632802;1.000000;0.673142;0.000000;0.800000;0.864000;0.855510;0.632000;0.759615;0.643259;0.684783;0.643979;0.792453;;1.000000;0.140942;0.873134;0.873134;0.931346;0.000000;0.895582;0.317086;0.945422;0.864159;0.000000;0.000000;0.958987;0.101145;;0.905882;0.296875;0.848357;;;;;
Araç 3;;;0.068966;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000286;0.000000;0.000000;0.000000;;0.039159;0.018868;;;0.017758;0.440299;0.440299;;0.000000;1.000000;0.124018;0.784183;;1.000000;1.000000;0.802183;1.000000;;;;;;;;;
Araç 1;0.506977;0.272727;0.839080;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.760563;0.767606;0.000000;0.640000;0.640000;0.536195;1.000000;0.737331;0.000000;0.990000;0.992000;0.896384;0.792000;0.990385;0.544370;0.710598;0.697302;0.867925;;1.000000;0.166355;0.813433;0.813433;0.938714;0.000000;0.831325;0.322231;0.945480;0.864276;0.000000;0.000000;0.959043;0.096689;;0.905882;0.265625;0.854535;;;;;
Araç 3;0.320930;0.295455;1.000000;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.753521;0.746479;0.000000;0.440000;0.440000;0.900535;1.000000;0.582770;0.000000;0.640000;1.000000;0.782550;0.416000;0.500000;0.906323;0.645380;0.575466;0.462264;;1.000000;0.153422;0.873134;0.873134;0.915271;0.000000;0.991968;0.273761;0.784223;0.815514;0.000000;0.000000;0.802231;0.129813;;0.941176;0.187500;0.838248;;;;;
Araç 1;0.260465;0.409091;0.896552;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.823944;0.830986;0.000000;0.760000;0.760000;0.704620;1.000000;0.890203;0.000000;0.990000;1.000000;0.975561;0.648000;0.903846;0.832945;0.671875;0.617317;1.000000;;0.800000;0.138675;0.888060;0.888060;0.948426;1.000000;0.538153;0.374222;0.945567;0.864457;0.000000;0.000000;0.959122;0.077989;;0.964706;0.343750;0.864364;;;;;
Araç 3;0.306977;0.386364;0.586207;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.725352;0.718310;1.000000;0.600000;0.600000;0.000052;1.000000;0.162162;0.000000;0.690000;0.364000;0.673932;0.312000;0.221154;0.308051;0.610734;0.569506;0.047170;;0.000000;0.163580;0.888060;0.888060;0.932351;1.000000;0.919679;0.401300;0.784304;0.815668;0.000000;0.166667;0.802310;0.114788;;0.917647;0.296875;0.838248;;;;;
Araç 1;0.000000;0.500000;0.609195;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.838028;0.845070;0.000000;0.800000;0.800000;0.000000;1.000000;0.048142;0.000000;0.230000;0.000000;0.672574;0.096000;0.000000;0.302153;0.726223;0.453246;0.028302;;;0.149232;0.932836;0.932836;0.869056;1.000000;0.481928;0.369889;0.945640;0.864594;0.000000;0.166667;0.959202;0.089664;;0.800000;0.328125;0.834878;;;;;
Araç 3;0.246512;0.477273;0.758621;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.816901;0.816901;0.000000;0.560000;0.560000;0.703321;1.000000;0.965372;0.000000;0.990000;1.000000;0.935973;0.720000;0.903846;0.834865;0.650136;0.695251;0.877358;;0.800000;0.149939;0.865672;0.865672;0.920630;1.000000;0.855422;0.300569;0.784360;0.815777;0.000000;0.000000;0.802378;0.100820;;0.964706;0.296875;0.828419;;;;;
Araç 1;0.986047;0.090909;0.850575;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.816901;0.823944;0.000000;0.720000;0.720000;0.569973;1.000000;0.560811;0.000000;0.730000;0.828000;0.844290;0.576000;0.692308;0.579207;0.684783;0.633724;0.660377;;1.000000;0.146801;0.895522;0.895522;0.903550;1.000000;1.000000;0.344977;0.945701;0.864720;0.000000;0.000000;0.959269;0.117065;;0.894118;0.312500;0.844707;;;;;
Araç 3;0.241860;0.545455;0.678161;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.725352;0.725352;0.000000;0.560000;0.560000;0.000000;1.000000;0.103885;0.000000;0.530000;0.288000;0.657210;0.224000;0.153846;0.294747;0.641304;0.377556;0.028302;;0.000000;0.137858;0.873134;0.873134;0.921634;1.000000;0.590361;0.441917;0.784437;0.815932;0.000000;0.166667;0.802458;0.143180;;0.905882;0.312500;0.805953;;;;;
Araç 1;0.986047;0.181818;0.885057;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.746479;0.753521;0.000000;0.760000;0.760000;0.900535;1.000000;0.000000;0.000000;0.000000;0.000000;0.857510;0.000000;0.000000;0.903717;0.693614;0.544511;0.169811;;1.000000;0.142738;0.947761;0.947761;0.912927;0.000000;0.963855;0.279989;0.945780;0.864874;0.000000;0.000000;0.959345;0.103828;;0.952941;0.296875;0.860713;;;;;
Araç 3;0.172093;0.613636;0.850575;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.753521;0.753521;0.000000;0.600000;0.600000;0.474146;1.000000;0.768581;0.000000;0.990000;1.000000;0.811133;0.792000;1.000000;0.568921;0.665082;0.571557;0.792453;;0.800000;0.143482;0.791045;0.791045;0.861688;0.000000;0.530120;0.304901;0.784521;0.816094;0.000000;0.000000;0.802537;0.140139;;0.858824;0.343750;0.799775;;;;;
Araç 1;0.986047;0.295455;0.632184;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.732394;0.753521;0.000000;0.800000;0.800000;0.022917;1.000000;0.094595;0.444444;0.380000;0.000000;0.705731;0.168000;0.000000;0.319435;0.715353;0.586938;0.084906;;0.000000;0.252499;0.843284;0.843284;0.845613;0.000000;0.855422;0.223666;0.945866;0.865053;0.000000;0.000000;0.959429;0.102543;;0.858824;0.343750;0.867172;;;;;
Araç 2;0.558140;0.136364;0.011494;0.976000;;;;;;;;;0.000000;0.471831;0.521127;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.001429;0.000000;0.000000;0.000000;0.628397;0.000000;0.018868;;;0.000000;0.470149;0.470149;;0.000000;0.939759;0.000000;0.864871;0.758403;1.000000;1.000000;0.886912;1.000000;;0.000000;0.000000;0.000000;0.000000;0.000000;;;
Araç 3;0.144186;0.659091;0.850575;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.725352;0.725352;0.000000;0.680000;0.680000;0.153406;0.878049;0.000000;0.407407;0.000000;0.000000;0.708661;0.000000;0.000000;0.341654;0.665082;0.536692;0.084906;;0.400000;0.162528;0.925373;0.925373;0.909913;0.000000;0.457831;0.375305;0.784601;0.816257;0.000000;0.000000;0.802617;0.224974;;0.870588;0.359375;0.782645;;;;;
Araç 1;0.967442;0.386364;0.804598;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.795775;0.802817;0.000000;0.720000;0.720000;0.632386;1.000000;0.787162;0.000000;0.930000;0.940000;0.876304;0.736000;0.884615;0.644905;0.661005;0.641928;0.801887;;1.000000;0.145223;0.895522;0.895522;0.892833;0.000000;0.590361;0.307609;0.945941;0.865212;0.000000;0.000000;0.959508;0.106072;;0.882353;0.343750;0.854535;;;;;
Araç 2;0.553488;0.318182;0.862069;1.000000;0.888889;0.855769;0.821990;0.782313;0.846154;0.865471;0.883408;0.765000;0.000000;0.802817;0.816901;0.000000;0.520000;0.520000;0.214987;1.000000;0.237331;0.000000;0.360000;0.512000;0.677790;0.288000;0.346154;0.507338;0.665082;0.511440;0.132075;;0.400000;0.145114;0.843284;0.843284;0.861688;0.000000;0.899598;0.317899;0.864929;0.758518;0.000000;0.000000;0.886992;0.065484;;0.870588;0.125000;0.848357;1.000000;0.616329;;;
Araç 3;0.972093;0.204545;0.770115;1.000000;0.724868;0.740385;0.581152;0.659864;0.642857;0.699552;0.632287;0.645000;0.000000;0.732394;0.732394;0.000000;0.640000;0.640000;0.112872;0.939024;0.054899;0.685185;0.260000;0.000000;0.680577;0.112000;0.000000;0.290495;0.534647;0.336730;0.075472;;0.400000;0.142901;0.776119;0.776119;0.868051;0.000000;0.947791;0.432440;0.784668;0.816404;0.000000;0.000000;0.802697;0.225234;;0.882353;0.328125;0.809604;;;;;
Araç 1;0.953488;0.454545;0.827586;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.711268;0.725352;1.000000;0.720000;0.720000;0.099257;1.000000;0.472973;0.000000;0.640000;1.000000;0.684651;0.504000;1.000000;0.576327;0.671875;0.567647;0.207547;;0.000000;0.156542;0.873134;0.873134;0.934360;1.000000;0.518072;0.376117;0.946023;0.865372;0.000000;0.000000;0.959588;0.171507;;0.952941;0.359375;0.873350;;;;;
Araç 3;0.953488;0.272727;0.850575;1.000000;0.724868;0.740385;0.581152;0.646259;0.642857;0.699552;0.632287;0.635000;0.000000;0.760563;0.760563;0.000000;0.640000;0.640000;0.437874;1.000000;0.724662;0.000000;0.990000;1.000000;0.800843;0.792000;1.000000;0.530243;0.610734;0.654233;0.858491;;0.600000;0.173738;0.768657;0.768657;0.927997;0.000000;0.843373;0.316274;0.784747;0.816558;0.000000;0.000000;0.802776;0.266456;;0.905882;0.375000;0.819433;;;;;
Araç 2;;;;;;;;;;;;;;;;;;;0.000000;1.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Araç 1;0.911628;0.545455;0.827586;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.405000;0.000000;0.753521;0.767606;0.000000;0.600000;0.600000;0.625682;1.000000;0.848818;0.000000;0.990000;1.000000;0.869873;0.784000;1.000000;0.635441;0.693614;0.596808;0.849057;;1.000000;0.145513;0.888060;0.888060;0.887475;1.000000;0.457831;0.295424;0.946113;0.865530;0.000000;0.000000;0.959668;0.118040;;0.858824;0.328125;0.857343;;;;;
Araç 3;0.906977;0.340909;0.528736;1.000000;0.724868;0.740385;0.581152;0.646259;0.631868;0.699552;0.632287;0.645000;0.000000;0.718310;0.718310;1.000000;0.680000;0.680000;0.000104;1.000000;0.119932;0.000000;0.550000;0.696000;0.663642;0.232000;0.442308;0.290907;0.641304;0.505736;0.028302;;0.000000;0.165720;0.858209;0.858209;0.901206;0.000000;0.590361;0.406445;0.784831;0.816722;0.000000;0.000000;0.802856;0.108105;;0.905882;0.343750;0.812412;;;;;
Araç 2;0.502326;0.386364;0.839080;1.000000;0.888889;0.855769;0.821990;0.782313;0.846154;0.865471;0.883408;0.765000;0.000000;0.816901;0.823944;0.000000;0.560000;0.560000;0.520969;0.609756;0.000000;0.259259;0.000000;0.000000;0.763327;0.000000;0.000000;0.517350;0.704484;0.550215;0.084906;;1.000000;0.142157;0.910448;0.910448;0.864702;0.000000;0.538153;0.241809;0.865054;0.758781;0.000000;0.000000;0.887135;0.155815;;0.882353;0.281250;0.844707;1.000000;0.676155;;;
Araç 1;0.906977;0.568182;0.896552;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.802817;0.816901;0.000000;0.600000;0.600000;0.884322;1.000000;0.721284;0.000000;0.770000;1.000000;0.816135;0.512000;0.625000;0.891647;0.682745;0.554124;0.622642;;1.000000;0.133160;0.873134;0.873134;0.942063;1.000000;0.417671;0.277281;0.946197;0.865695;0.000000;0.000000;0.959747;0.264489;;0.964706;0.390625;0.867172;;;;;
Araç 3;0.883721;0.386364;0.862069;1.000000;0.724868;0.740385;0.581152;0.646259;0.631868;0.699552;0.632287;0.645000;0.000000;0.760563;0.760563;0.000000;0.640000;0.640000;0.363457;0.341463;0.000000;0.472222;0.000000;0.000000;0.710733;0.000000;0.000000;0.519956;0.619565;0.488496;0.075472;;0.800000;0.160260;0.865672;0.865672;0.963496;1.000000;0.526104;0.451395;0.784911;0.816870;0.000000;0.000000;0.802935;0.112072;;0.929412;0.421875;0.832070;;;;;
Araç 2;0.465116;0.431818;0.827586;1.000000;0.888889;0.855769;0.821990;0.782313;0.835165;0.865471;0.883408;0.765000;0.000000;0.838028;0.830986;0.000000;0.600000;0.600000;0.387414;1.000000;0.034628;0.000000;0.110000;0.224000;0.701158;0.080000;0.096154;0.457550;0.684783;0.481125;0.075472;;0.800000;0.152606;0.902985;0.902985;0.931346;0.000000;0.514056;0.376117;0.865114;0.758910;0.000000;0.000000;0.887207;0.227868;;0.929412;0.281250;0.850885;1.000000;0.586533;;;
Araç 1;0.869767;0.590909;0.850575;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.415000;0.000000;0.760563;0.767606;0.000000;0.560000;0.560000;0.949384;1.000000;0.388514;0.000000;0.460000;1.000000;0.938045;0.248000;0.298077;0.957345;0.661005;0.639877;0.641509;;1.000000;0.167226;0.917910;0.917910;0.929002;0.000000;1.000000;0.380449;0.946277;0.865826;0.000000;0.000000;0.959827;0.271270;;0.929412;0.312500;0.860713;;;;;
Araç 3;0.869767;0.454545;0.597701;1.000000;0.724868;0.740385;0.581152;0.646259;0.631868;0.699552;0.632287;0.645000;0.000000;0.725352;0.725352;0.000000;0.520000;0.520000;0.000104;1.000000;0.046453;0.000000;0.200000;0.000000;0.667715;0.080000;0.000000;0.300507;0.628397;0.555983;0.037736;;0.000000;0.161603;0.880597;0.880597;0.927997;1.000000;0.457831;0.415110;0.784995;0.817027;0.000000;0.166667;0.803015;0.108918;;0.917647;0.406250;0.825892;;;;;
Araç 2;0.451163;0.431818;0.896552;1.000000;0.888889;0.855769;0.821990;0.782313;0.835165;0.865471;0.883408;0.765000;0.000000;0.845070;0.845070;0.000000;0.680000;0.680000;0.262745;1.000000;0.238176;0.000000;0.400000;0.528000;0.766043;0.304000;0.365385;0.505555;0.730299;0.581170;0.094340;;0.600000;0.124617;0.940299;0.940299;0.850971;0.000000;0.477912;0.231248;0.865159;0.759013;0.000000;0.000000;0.887286;0.114918;;0.870588;0.296875;0.822241;1.000000;0.710956;;;
Araç 1;0.869767;0.613636;0.885057;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.192825;0.405000;0.000000;0.753521;0.760563;0.000000;0.560000;0.560000;0.928078;1.000000;0.706081;0.000000;0.780000;0.780000;0.941475;0.480000;0.576923;0.937046;0.634511;0.623470;0.698113;;1.000000;0.141867;0.895522;0.895522;0.937709;0.000000;0.947791;0.308421;0.946362;0.865985;0.000000;0.000000;0.959906;0.118170;;0.952941;0.328125;0.850885;;;;;
Araç 3;0.837209;0.500000;0.873563;1.000000;0.724868;0.740385;0.581152;0.646259;0.631868;0.699552;0.632287;0.635000;0.000000;0.788732;0.781690;0.000000;0.640000;0.640000;0.353791;1.000000;0.806588;0.000000;0.990000;1.000000;0.809061;0.792000;1.000000;0.596352;0.650136;0.600910;0.773585;;0.600000;0.147672;0.783582;0.783582;0.857334;1.000000;0.453815;0.302464;0.785075;0.817191;0.000000;0.000000;0.803095;0.124577;;0.847059;0.359375;0.805953;;;;;
Araç 2;0.451163;0.431818;0.781609;1.000000;0.888889;0.855769;0.821990;0.782313;0.835165;0.865471;0.883408;0.765000;0.000000;0.859155;0.859155;0.000000;0.600000;0.600000;0.366367;0.585366;0.000000;0.472222;0.000000;0.000000;0.670001;0.000000;0.000000;0.422850;0.580163;0.410178;0.066038;;0.800000;0.142157;0.910448;0.910448;0.846618;0.000000;0.473896;0.293799;0.865217;0.759152;0.000000;0.000000;0.887366;0.067647;;0.870588;0.281250;0.844707;1.000000;0.500743;;;
Araç 1;0.837209;0.613636;0.586207;1.000000;0.597884;0.596154;0.366492;0.367347;0.368132;0.542601;0.183857;0.405000;0.000000;0.781690;0.788732;0.000000;0.560000;0.560000;0.108871;0.878049;0.037162;0.194444;0.180000;0.000000;0.681435;0.072000;0.000000;0.300645;0.634511;0.389861;0.037736;;0.200000;0.136752;0.888060;0.888060;0.909913;0.000000;0.887550;0.370972;0.946440;0.866144;0.000000;0.000000;0.959986;0.133700;;0.905882;0.312500;0.848357;;;;;
Araç 3;0.800000;0.500000;0.632184;1.000000;0.724868;0.740385;0.581152;0.646259;0.631868;0.699552;0.632287;0.645000;0.000000;0.732394;0.725352;0.000000;0.720000;0.720000;0.000104;1.000000;0.052365;0.601852;0.230000;0.000000;0.671859;0.096000;0.000000;0.302839;0.610734;0.443761;0.037736;;0.000000;0.153531;0.828358;0.828358;0.875419;1.000000;0.425703;0.415110;0.785151;0.817334;0.166667;0.166667;0.803174;0.261529;;0.905882;0.343750;0.796967;;;;;
